Brand,Year,Card Number,Player,Team,Price,Avg Ebay Price,All Card Data,Count,Median Listed Price,Cheapest Price,Most Expensive Price,Buy It Now Count,Buy It Now Avg,Auct Count,Act Avg,Query,Confidence level,,,Rarity,,
Topps Archive (1991),1953,5,Joe Dobson,Chicago White Sox,$0.20,$1.79,Topps Archive (1991)|1953|5|Joe Dobson|Chicago White Sox,16,$1.99,$1.00,$2.88,16,$1.79,$0.00,N/A,Query: 1953 Topps Archive (1991) Joe Dobson | Found: 26 | Used: 16 | API: 1 | Outliers: 0,High Confidence,Market Data,10/25/2025,Uncommon,0.4x,Moderate (±28%)
Topps,1989,424,Luis Polonia,Oakland Athletics,$0.05,$1.58,Topps|1989|424|Luis Polonia|Oakland Athletics,107,$1.59,$0.99,$2.99,107,$1.58,$0.00,N/A,Query: 1989 Topps Luis Polonia (broad) | Found: 200 | Used: 107 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±31%)
Topps,1989,424,Luis Polonia,Oakland Athletics,$0.05,$1.58,Topps|1989|424|Luis Polonia|Oakland Athletics,107,$1.59,$0.99,$2.99,107,$1.58,$0.00,N/A,Query: 1989 Topps Luis Polonia (broad) | Found: 200 | Used: 107 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±31%)
Topps,1989,426,Danny Gladden,Minnesota Twins,$0.05,$1.60,Topps|1989|426|Danny Gladden|Minnesota Twins,104,$1.57,$0.99,$3.00,104,$1.60,$0.00,N/A,Query: 1989 Topps Danny Gladden (broad) | Found: 200 | Used: 104 | API: 2 | Outliers: 5,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±34%)
Topps,1989,430,Mark Gubicza,Kansas City Royals,$0.05,$1.47,Topps|1989|430|Mark Gubicza|Kansas City Royals,96,$1.49,$0.99,$2.06,96,$1.47,$0.00,N/A,Query: 1989 Topps Mark Gubicza (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±26%)
Topps,1989,432,Chad Kreuter,Texas Rangers,$0.18,$1.64,Topps|1989|432|Chad Kreuter|Texas Rangers,95,$1.61,$0.99,$3.00,95,$1.64,$0.00,N/A,Query: 1989 Topps Chad Kreuter (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±33%)
Topps,1989,434,Ken Patterson,Chicago White Sox,$0.11,$1.58,Topps|1989|434|Ken Patterson|Chicago White Sox,111,$1.50,$0.99,$3.00,111,$1.58,$0.00,N/A,Query: 1989 Topps Ken Patterson (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±33%)
Topps,1989,434,Ken Patterson,Chicago White Sox,$0.11,$1.58,Topps|1989|434|Ken Patterson|Chicago White Sox,111,$1.50,$0.99,$3.00,111,$1.58,$0.00,N/A,Query: 1989 Topps Ken Patterson (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±33%)
Topps,1989,438,Greg Gross,Philadelphia Phillies,$0.05,$1.61,Topps|1989|438|Greg Gross|Philadelphia Phillies,111,$1.59,$0.99,$3.00,111,$1.61,$0.00,N/A,Query: 1989 Topps Greg Gross (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 3,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±32%)
Topps,1989,438,Daryl Boston,Chicago White Sox,$0.05,$1.54,Topps|1989|438|Daryl Boston|Chicago White Sox,103,$1.49,$0.99,$2.25,103,$1.54,$0.00,N/A,Query: 1989 Topps Daryl Boston (broad) | Found: 200 | Used: 103 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±27%)
Topps,1989,440,Bobby Bonilla,Pittsburgh Pirates,$1.49,$1.39,Topps|1989|440|Bobby Bonilla|Pittsburgh Pirates,130,$1.48,$0.65,$1.69,130,$1.39,$0.00,N/A,Query: 1989 Topps Bobby Bonilla (broad) | Found: 200 | Used: 130 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/25/2025,Common,5.6x,Stable (±17%)
Topps,1989,440,Bobby Bonilla,Pittsburgh Pirates,$1.49,$1.39,Topps|1989|440|Bobby Bonilla|Pittsburgh Pirates,130,$1.48,$0.65,$1.69,130,$1.39,$0.00,N/A,Query: 1989 Topps Bobby Bonilla (broad) | Found: 200 | Used: 130 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/25/2025,Common,5.6x,Stable (±17%)
Topps,1989,443,Rod Nichols,Cleveland Indians,$0.05,$1.56,Topps|1989|443|Rod Nichols|Cleveland Indians,96,$1.49,$0.99,$3.42,96,$1.56,$0.00,N/A,Query: 1989 Topps Rod Nichols (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 7,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±36%)
Topps,1989,445,Matt Nokes,Detroit Tigers,$0.05,$1.41,Topps|1989|445|Matt Nokes|Detroit Tigers,91,$1.49,$0.99,$2.09,91,$1.41,$0.00,N/A,Query: 1989 Topps Matt Nokes (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.6x,Moderate (±27%)
Topps,1989,446,Rob Murphy,Cincinnati Reds,$0.10,$1.43,Topps|1989|446|Rob Murphy|Cincinnati Reds,91,$1.49,$0.99,$1.99,91,$1.43,$0.00,N/A,Query: 1989 Topps Rob Murphy (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.7x,Moderate (±27%)
Topps,1989,451,Mark Davidson,Minnesota Twins,$0.05,$1.56,Topps|1989|451|Mark Davidson|Minnesota Twins,101,$1.55,$0.99,$3.41,101,$1.56,$0.00,N/A,Query: 1989 Topps Mark Davidson (broad) | Found: 200 | Used: 101 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±33%)
Topps,1989,451,Mark Davidson,Minnesota Twins,$0.05,$1.56,Topps|1989|451|Mark Davidson|Minnesota Twins,101,$1.55,$0.99,$3.41,101,$1.56,$0.00,N/A,Query: 1989 Topps Mark Davidson (broad) | Found: 200 | Used: 101 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±33%)
Topps,1989,453,Tom Prince,Pittsburgh Pirates,$0.05,$1.59,Topps|1989|453|Tom Prince|Pittsburgh Pirates,91,$1.55,$0.99,$3.19,91,$1.59,$0.00,N/A,Query: 1989 Topps Tom Prince (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 10,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±35%)
Topps,1989,454,Paul Assenmacher,Atlanta Braves,$0.05,$1.49,Topps|1989|454|Paul Assenmacher|Atlanta Braves,95,$1.49,$0.99,$2.51,95,$1.49,$0.00,N/A,Query: 1989 Topps Paul Assenmacher (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±29%)
Topps,1989,454,Paul Assenmacher,Atlanta Braves,$0.05,$1.49,Topps|1989|454|Paul Assenmacher|Atlanta Braves,95,$1.49,$0.99,$2.51,95,$1.49,$0.00,N/A,Query: 1989 Topps Paul Assenmacher (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±29%)
Topps,1989,457,Mackey Sasser,New York Mets,$0.05,$1.51,Topps|1989|457|Mackey Sasser|New York Mets,105,$1.50,$0.99,$2.50,105,$1.51,$0.00,N/A,Query: 1989 Topps Mackey Sasser (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±30%)
Topps,1989,457,Mackey Sasser,New York Mets,$0.05,$1.51,Topps|1989|457|Mackey Sasser|New York Mets,105,$1.50,$0.99,$2.50,105,$1.51,$0.00,N/A,Query: 1989 Topps Mackey Sasser (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±30%)
Topps,1989,459,Seattle Mariners Team Leaders,Seattle Mariners,$0.05,$1.54,Topps|1989|459|Seattle Mariners Team Leaders|Seattle Mariners,107,$1.50,$0.50,$3.41,107,$1.54,$0.00,N/A,Query: 1989 Topps Seattle Mariners Team Leaders (broad) | Found: 174 | Used: 107 | API: 2 | Outliers: 15,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.2x,Moderate (±35%)
Topps,1989,460,Dave Stieb,Toronto Blue Jays,$0.10,$1.47,Topps|1989|460|Dave Stieb|Toronto Blue Jays,98,$1.50,$0.99,$2.00,98,$1.47,$0.00,N/A,Query: 1989 Topps Dave Stieb (broad) | Found: 200 | Used: 98 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±27%)
Topps,1989,462,Jose Guzman,Texas Rangers,$0.05,$1.63,Topps|1989|462|Jose Guzman|Texas Rangers,110,$1.59,$0.99,$3.00,110,$1.63,$0.00,N/A,Query: 1989 Topps Jose Guzman (broad) | Found: 200 | Used: 110 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±32%)
Topps,1989,463,Steve Lake,St. Louis Cardinals,$0.05,$1.46,Topps|1989|463|Steve Lake|St. Louis Cardinals,92,$1.55,$0.99,$1.99,92,$1.46,$0.00,N/A,Query: 1989 Topps Steve Lake (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±25%)
Topps,1989,464,Bryn Smith,Montreal Expos,$0.05,$1.44,Topps|1989|464|Bryn Smith|Montreal Expos,104,$1.49,$0.99,$2.25,104,$1.44,$0.00,N/A,Query: 1989 Topps Bryn Smith (broad) | Found: 200 | Used: 104 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±29%)
Topps,1989,465,Mark Grace,Chicago Cubs,$2.00,$1.43,Topps|1989|465|Mark Grace|Chicago Cubs,131,$1.50,$0.49,$1.75,131,$1.43,$0.00,N/A,Query: 1989 Topps Mark Grace (broad) | Found: 200 | Used: 131 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/25/2025,Common,5.7x,Moderate (±20%)
Topps,1989,466,Chuck Crim,Milwaukee Brewers,$0.05,$1.47,Topps|1989|466|Chuck Crim|Milwaukee Brewers,93,$1.49,$0.99,$2.25,93,$1.47,$0.00,N/A,Query: 1989 Topps Chuck Crim (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.9x,Moderate (±29%)
Topps,1989,466,Chuck Crim,Milwaukee Brewers,$0.05,$1.47,Topps|1989|466|Chuck Crim|Milwaukee Brewers,93,$1.49,$0.99,$2.25,93,$1.47,$0.00,N/A,Query: 1989 Topps Chuck Crim (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.9x,Moderate (±29%)
Topps,1989,468,Henry Cotto,Seattle Mariners,$0.05,$1.60,Topps|1989|468|Henry Cotto|Seattle Mariners,110,$1.57,$0.99,$3.00,110,$1.60,$0.00,N/A,Query: 1989 Topps Henry Cotto (broad) | Found: 200 | Used: 110 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±32%)
Topps,1989,470,Lance Parrish,Philadelphia Phillies,$0.10,$1.37,Topps|1989|470|Lance Parrish|Philadelphia Phillies,97,$1.49,$0.99,$1.97,97,$1.37,$0.00,N/A,Query: 1989 Topps Lance Parrish (broad) | Found: 200 | Used: 97 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.5x,Moderate (±23%)
Topps,1989,472,Brian Harper,Minnesota Twins,$0.05,$1.45,Topps|1989|472|Brian Harper|Minnesota Twins,99,$1.49,$0.99,$2.29,99,$1.45,$0.00,N/A,Query: 1989 Topps Brian Harper (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±27%)
Topps,1989,472,Brian Harper,Minnesota Twins,$0.05,$1.45,Topps|1989|472|Brian Harper|Minnesota Twins,99,$1.49,$0.99,$2.29,99,$1.45,$0.00,N/A,Query: 1989 Topps Brian Harper (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±27%)
Topps,1989,473,Don Robinson,San Francisco Giants,$0.07,$1.46,Topps|1989|473|Don Robinson|San Francisco Giants,95,$1.50,$0.99,$2.51,95,$1.46,$0.00,N/A,Query: 1989 Topps Don Robinson (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±28%)
Topps,1989,474,Bob Rodgers,Montreal Expos,$0.05,$1.65,Topps|1989|474|Bob Rodgers|Montreal Expos,109,$1.55,$0.99,$3.13,109,$1.65,$0.00,N/A,Query: 1989 Topps Bob Rodgers (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 9,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±34%)
Topps,1989,480,Keith Hernandez,New York Mets,$0.20,$0.25,Topps|1989|480|Keith Hernandez|New York Mets,0,$1.24,$1.24,$1.24,14,$1.24,$0.00,N/A,Query: 1989 Topps Keith Hernandez (broad) | Found: 200 | Used: 14 | API: 2 | Outliers: 0,Floor Value,No valid items,10/25/2025,No Data,1.0x,N/A
Topps,1989,481,Chris Brown,San Diego Padres,$0.05,$1.54,Topps|1989|481|Chris Brown|San Diego Padres,92,$1.55,$0.99,$2.99,92,$1.54,$0.00,N/A,Query: 1989 Topps Chris Brown (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±30%)
Topps,1989,482,Steve Peters,St. Louis Cardinals,$0.05,$1.56,Topps|1989|482|Steve Peters|St. Louis Cardinals,113,$1.50,$0.99,$3.00,113,$1.56,$0.00,N/A,Query: 1989 Topps Steve Peters (broad) | Found: 200 | Used: 113 | API: 2 | Outliers: 3,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±31%)
Topps,1989,483,Mickey Hatcher,Los Angeles Dodgers,$0.05,$1.46,Topps|1989|483|Mickey Hatcher|Los Angeles Dodgers,96,$1.49,$0.99,$2.25,96,$1.46,$0.00,N/A,Query: 1989 Topps Mickey Hatcher (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±26%)
Topps,1989,484,Steve Shields,New York Yankees,$0.05,$1.62,Topps|1989|484|Steve Shields|New York Yankees,97,$1.59,$0.99,$3.00,97,$1.62,$0.00,N/A,Query: 1989 Topps Steve Shields (broad) | Found: 200 | Used: 97 | API: 2 | Outliers: 12,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±31%)
Topps,1989,486,Jack McDowell,Chicago White Sox,$0.09,$1.48,Topps|1989|486|Jack McDowell|Chicago White Sox,108,$1.55,$0.99,$1.99,108,$1.48,$0.00,N/A,Query: 1989 Topps Jack McDowell (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±24%)
Topps,1989,486,Jack McDowell,Chicago White Sox,$0.09,$1.48,Topps|1989|486|Jack McDowell|Chicago White Sox,108,$1.55,$0.99,$1.99,108,$1.48,$0.00,N/A,Query: 1989 Topps Jack McDowell (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±24%)
Topps,1989,490,Chris Sabo,Cincinnati Reds,$0.18,$1.47,Topps|1989|490|Chris Sabo|Cincinnati Reds,108,$1.59,$0.99,$1.95,108,$1.47,$0.00,N/A,Query: 1989 Topps Chris Sabo (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±23%)
Topps,1989,492,Alan Ashby,Houston Astros,$0.05,$1.54,Topps|1989|492|Alan Ashby|Houston Astros,97,$1.55,$0.99,$2.51,97,$1.54,$0.00,N/A,Query: 1989 Topps Alan Ashby (broad) | Found: 200 | Used: 97 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±30%)
Topps,1989,493,Todd Benzinger,Boston Red Sox,$0.08,$1.46,Topps|1989|493|Todd Benzinger|Boston Red Sox,93,$1.55,$0.99,$1.99,93,$1.46,$0.00,N/A,Query: 1989 Topps Todd Benzinger (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±24%)
Topps,1989,495,Candy Maldonado,San Francisco Giants,$0.05,$1.47,Topps|1989|495|Candy Maldonado|San Francisco Giants,99,$1.49,$0.99,$2.25,99,$1.47,$0.00,N/A,Query: 1989 Topps Candy Maldonado (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±29%)
Topps,1989,496,Dwayne Henry,Texas Rangers,$0.05,$1.64,Topps|1989|496|Dwayne Henry|Texas Rangers,95,$1.55,$0.99,$3.16,95,$1.64,$0.00,N/A,Query: 1989 Topps Dwayne Henry (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 5,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±36%)
Topps,1989,501,Vance Law,Chicago Cubs,$0.05,$1.51,Topps|1989|501|Vance Law|Chicago Cubs,91,$1.54,$0.99,$2.25,91,$1.51,$0.00,N/A,Query: 1989 Topps Vance Law (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±27%)
Topps,1989,509,Bud Black,Cleveland Indians,$0.05,$1.45,Topps|1989|509|Bud Black|Cleveland Indians,84,$1.49,$0.99,$2.25,84,$1.45,$0.00,N/A,Query: 1989 Topps Bud Black (broad) | Found: 200 | Used: 84 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±29%)
Topps,1989,511,Richard Dotson,New York Yankees,$0.05,$1.60,Topps|1989|511|Richard Dotson|New York Yankees,97,$1.65,$0.99,$2.49,97,$1.60,$0.00,N/A,Query: 1989 Topps Richard Dotson (broad) | Found: 200 | Used: 97 | API: 2 | Outliers: 11,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±26%)
Topps,1989,516,Eddie Whitson,San Diego Padres,$0.05,$1.53,Topps|1989|516|Eddie Whitson|San Diego Padres,106,$1.55,$0.99,$2.99,106,$1.53,$0.00,N/A,Query: 1989 Topps Eddie Whitson (broad) | Found: 200 | Used: 106 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±30%)
Topps,1989,517,Greg Brock,Milwaukee Brewers,$0.05,$1.46,Topps|1989|517|Greg Brock|Milwaukee Brewers,99,$1.49,$0.99,$2.25,99,$1.46,$0.00,N/A,Query: 1989 Topps Greg Brock (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±27%)
Topps,1989,519,New York Yankees Team Leaders,New York Yankees,$0.05,$1.47,Topps|1989|519|New York Yankees Team Leaders|New York Yankees,53,$1.39,$0.53,$3.12,53,$1.47,$0.00,N/A,Query: 1989 Topps New York Yankees Team Leaders (broad) | Found: 83 | Used: 53 | API: 2 | Outliers: 11,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.9x,Moderate (±35%)
Topps,1989,521,Mickey Tettleton,Baltimore Orioles,$0.05,$1.57,Topps|1989|521|Mickey Tettleton|Baltimore Orioles,111,$1.59,$0.99,$2.99,111,$1.57,$0.00,N/A,Query: 1989 Topps Mickey Tettleton (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±27%)
Topps,1989,523,Andres Thomas,Atlanta Braves,$0.19,$1.51,Topps|1989|523|Andres Thomas|Atlanta Braves,95,$1.57,$0.99,$2.20,95,$1.51,$0.00,N/A,Query: 1989 Topps Andres Thomas (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±26%)
Topps,1989,529,Tom Foley,Montreal Expos,$0.05,$1.63,Topps|1989|529|Tom Foley|Montreal Expos,105,$1.68,$0.99,$3.00,105,$1.63,$0.00,N/A,Query: 1989 Topps Tom Foley (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±31%)
Topps,1989,530,Nolan Ryan,Houston Astros,$1.99,$1.36,Topps|1989|530|Nolan Ryan|Houston Astros,111,$1.49,$0.63,$1.75,111,$1.36,$0.00,N/A,Query: 1989 Topps Nolan Ryan (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 4 parallel adjusted)",10/25/2025,Common,5.4x,Moderate (±24%)
Topps,1989,533,Andy Hawkins,San Diego Padres,$0.05,$1.38,Topps|1989|533|Andy Hawkins|San Diego Padres,86,$1.49,$0.99,$1.99,86,$1.38,$0.00,N/A,Query: 1989 Topps Andy Hawkins (broad) | Found: 200 | Used: 86 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.5x,Moderate (±24%)
Topps,1989,533,Andy Hawkins,San Diego Padres,$0.05,$1.38,Topps|1989|533|Andy Hawkins|San Diego Padres,86,$1.49,$0.99,$1.99,86,$1.38,$0.00,N/A,Query: 1989 Topps Andy Hawkins (broad) | Found: 200 | Used: 86 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.5x,Moderate (±24%)
Topps,1989,537,Pete Smith,Atlanta Braves,$0.05,$1.43,Topps|1989|537|Pete Smith|Atlanta Braves,98,$1.49,$0.99,$2.25,98,$1.43,$0.00,N/A,Query: 1989 Topps Pete Smith (broad) | Found: 200 | Used: 98 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.7x,Moderate (±28%)
Topps,1989,538,Juan Castillo,Milwaukee Brewers,$0.05,$1.53,Topps|1989|538|Juan Castillo|Milwaukee Brewers,109,$1.54,$0.99,$2.75,109,$1.53,$0.00,N/A,Query: 1989 Topps Juan Castillo (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±29%)
Topps,1989,543,Damon Berryhill,Chicago Cubs,$0.05,$1.42,Topps|1989|543|Damon Berryhill|Chicago Cubs,116,$1.50,$0.99,$1.89,116,$1.42,$0.00,N/A,Query: 1989 Topps Damon Berryhill (broad) | Found: 200 | Used: 116 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.7x,Moderate (±22%)
Topps,1989,544,Jeff Sellers,Boston Red Sox,$0.05,$1.46,Topps|1989|544|Jeff Sellers|Boston Red Sox,91,$1.50,$0.99,$2.25,91,$1.46,$0.00,N/A,Query: 1989 Topps Jeff Sellers (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±27%)
Topps,1989,545,Mookie Wilson,New York Mets,$0.07,$1.46,Topps|1989|545|Mookie Wilson|New York Mets,109,$1.49,$0.99,$2.09,109,$1.46,$0.00,N/A,Query: 1989 Topps Mookie Wilson (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±27%)
Topps,1989,546,Mark Williamson,Baltimore Orioles,$0.08,$1.53,Topps|1989|546|Mark Williamson|Baltimore Orioles,103,$1.55,$0.99,$3.13,103,$1.53,$0.00,N/A,Query: 1989 Topps Mark Williamson (broad) | Found: 200 | Used: 103 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±31%)
Topps,1989,554,Nick Esasky,Cincinnati Reds,$0.05,$1.41,Topps|1989|554|Nick Esasky|Cincinnati Reds,79,$1.49,$0.99,$1.99,79,$1.41,$0.00,N/A,Query: 1989 Topps Nick Esasky (broad) | Found: 200 | Used: 79 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.6x,Moderate (±24%)
Topps,1989,555,Bert Blyleven,Minnesota Twins,$1.30,$1.43,Topps|1989|555|Bert Blyleven|Minnesota Twins,113,$1.50,$0.88,$1.79,113,$1.43,$0.00,N/A,Query: 1989 Topps Bert Blyleven (broad) | Found: 200 | Used: 113 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/25/2025,Common,5.7x,Moderate (±21%)
Topps,1989,557,Keith Miller,New York Mets,$0.05,$1.38,Topps|1989|557|Keith Miller|New York Mets,89,$1.49,$0.99,$1.79,89,$1.38,$0.00,N/A,Query: 1989 Topps Keith Miller (broad) | Found: 200 | Used: 89 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.5x,Moderate (±21%)
Topps,1989,559,Juan Agosto,Houston Astros,$0.05,$1.51,Topps|1989|559|Juan Agosto|Houston Astros,97,$1.55,$0.99,$2.49,97,$1.51,$0.00,N/A,Query: 1989 Topps Juan Agosto (broad) | Found: 200 | Used: 97 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±28%)
Topps,1989,560,Rock Raines,Montreal Expos,$1.00,$1.44,Topps|1989|560|Rock Raines|Montreal Expos,124,$1.50,$0.88,$1.89,124,$1.44,$0.00,N/A,Query: 1989 Topps Rock Raines (broad) | Found: 200 | Used: 124 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±21%)
Topps,1989,560,Rock Raines,Montreal Expos,$1.00,$1.44,Topps|1989|560|Rock Raines|Montreal Expos,124,$1.50,$0.88,$1.89,124,$1.44,$0.00,N/A,Query: 1989 Topps Rock Raines (broad) | Found: 200 | Used: 124 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±21%)
Topps,1989,560,Rock Raines,Montreal Expos,$1.00,$1.44,Topps|1989|560|Rock Raines|Montreal Expos,124,$1.50,$0.88,$1.89,124,$1.44,$0.00,N/A,Query: 1989 Topps Rock Raines (broad) | Found: 200 | Used: 124 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±21%)
Topps,1989,561,Luis Aguayo,New York Yankees,$0.05,$1.48,Topps|1989|561|Luis Aguayo|New York Yankees,93,$1.49,$0.99,$2.50,93,$1.48,$0.00,N/A,Query: 1989 Topps Luis Aguayo (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±29%)
Topps,1989,562,Danny Cox,St. Louis Cardinals,$0.08,$1.63,Topps|1989|562|Danny Cox|St. Louis Cardinals,100,$1.65,$0.99,$3.16,100,$1.63,$0.00,N/A,Query: 1989 Topps Danny Cox (broad) | Found: 200 | Used: 100 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±34%)
